rideable_type,started_at,start_date,start_day_of_the_week,start_time,ended_at,end_date,end_day_of_the_week,end_time,start_station_name,end_station_name
classic_bike,2/16/2024 13:33,2/16/2024,Friday,13:33:22,2/16/2024 13:41,2/16/2024,Friday,13:41:00,Michigan Ave & Ida B Wells Dr,Canal St & Monroe St
classic_bike,2/8/2024 15:13,2/8/2024,Thursday,15:13:34,2/8/2024 15:26,2/8/2024,Thursday,15:26:00,Michigan Ave & Ida B Wells Dr,Canal St & Monroe St
classic_bike,2/7/2024 13:01,2/7/2024,Wednesday,13:01:38,2/7/2024 13:13,2/7/2024,Wednesday,13:13:00,Michigan Ave & Ida B Wells Dr,Canal St & Monroe St
electric_bike,2/22/2024 11:26,2/22/2024,Thursday,11:26:15,2/22/2024 11:33,2/22/2024,Thursday,11:33:00,Michigan Ave & Ida B Wells Dr,State St & Randolph St
classic_bike,2/14/2024 14:10,2/14/2024,Wednesday,14:10:31,2/14/2024 14:11,2/14/2024,Wednesday,14:11:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd
classic_bike,2/14/2024 14:13,2/14/2024,Wednesday,14:13:05,2/14/2024 14:13,2/14/2024,Wednesday,14:13:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd
classic_bike,2/1/2024 8:35,2/1/2024,Thursday,8:35:34,2/1/2024 8:37,2/1/2024,Thursday,8:37:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd
classic_bike,2/7/2024 7:08,2/7/2024,Wednesday,7:08:40,2/7/2024 7:10,2/7/2024,Wednesday,7:10:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd
classic_bike,2/1/2024 13:42,2/1/2024,Thursday,13:42:21,2/1/2024 13:43,2/1/2024,Thursday,13:43:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd
classic_bike,2/20/2024 16:50,2/20/2024,Tuesday,16:50:32,2/20/2024 16:51,2/20/2024,Tuesday,16:51:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd
classic_bike,2/5/2024 10:14,2/5/2024,Monday,10:14:53,2/5/2024 10:16,2/5/2024,Monday,10:16:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd
classic_bike,2/2/2024 14:08,2/2/2024,Friday,14:08:31,2/2/2024 14:09,2/2/2024,Friday,14:09:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd
classic_bike,2/27/2024 20:20,2/27/2024,Tuesday,20:20:12,2/27/2024 20:25,2/27/2024,Tuesday,20:25:00,Michigan Ave & Ida B Wells Dr,State St & Randolph St
electric_bike,2/17/2024 16:15,2/17/2024,Saturday,16:15:02,2/17/2024 16:19,2/17/2024,Saturday,16:19:00,Michigan Ave & Ida B Wells Dr,State St & Randolph St
electric_bike,2/2/2024 12:38,2/2/2024,Friday,12:38:47,2/2/2024 12:41,2/2/2024,Friday,12:41:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd
electric_bike,2/29/2024 8:21,2/29/2024,Thursday,8:21:23,2/29/2024 8:25,2/29/2024,Thursday,8:25:00,Michigan Ave & Ida B Wells Dr,Franklin St & Monroe St
electric_bike,2/6/2024 15:12,2/6/2024,Tuesday,15:12:07,2/6/2024 15:19,2/6/2024,Tuesday,15:19:00,Michigan Ave & Ida B Wells Dr,Clinton St & Madison St
classic_bike,2/22/2024 15:48,2/22/2024,Thursday,15:48:09,2/22/2024 15:56,2/22/2024,Thursday,15:56:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 18th St
classic_bike,2/6/2024 17:25,2/6/2024,Tuesday,17:25:25,2/6/2024 17:36,2/6/2024,Tuesday,17:36:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 18th St
classic_bike,2/26/2024 21:04,2/26/2024,Monday,21:04:28,2/26/2024 21:26,2/26/2024,Monday,21:26:00,Michigan Ave & Ida B Wells Dr,Wood St & Chicago Ave
electric_bike,2/13/2024 22:22,2/13/2024,Tuesday,22:22:07,2/13/2024 22:38,2/13/2024,Tuesday,22:38:00,Michigan Ave & Ida B Wells Dr,Wood St & Chicago Ave
electric_bike,2/14/2024 22:01,2/14/2024,Wednesday,22:01:06,2/14/2024 22:18,2/14/2024,Wednesday,22:18:00,Michigan Ave & Ida B Wells Dr,Wood St & Chicago Ave
electric_bike,3/24/2024 10:10,3/24/2024,Sunday,10:10:00,3/24/2024 10:19,3/24/2024,Sunday,10:19:00,Michigan Ave & Ida B Wells Dr,Financial Pl & Ida B Wells Dr
classic_bike,3/12/2024 18:30,3/12/2024,Tuesday,18:30:00,3/12/2024 18:39,3/12/2024,Tuesday,18:39:00,Michigan Ave & Ida B Wells Dr,Stetson Ave & South Water St
classic_bike,3/24/2024 9:56,3/24/2024,Sunday,9:56:00,3/24/2024 10:03,3/24/2024,Sunday,10:03:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & Wacker Pl
electric_bike,3/22/2024 15:59,3/22/2024,Friday,15:59:00,3/22/2024 16:03,3/22/2024,Friday,16:03:00,Michigan Ave & Ida B Wells Dr,LaSalle St & Washington St
electric_bike,3/4/2024 17:12,3/4/2024,Monday,17:12:00,3/4/2024 17:15,3/4/2024,Monday,17:15:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,3/12/2024 18:10,3/12/2024,Tuesday,18:10:00,3/12/2024 18:13,3/12/2024,Tuesday,18:13:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,3/20/2024 9:31,3/20/2024,Wednesday,9:31:00,3/20/2024 9:40,3/20/2024,Wednesday,9:40:00,Michigan Ave & Ida B Wells Dr,Canal St & Monroe St
classic_bike,3/19/2024 17:42,3/19/2024,Tuesday,17:42:00,3/19/2024 17:50,3/19/2024,Tuesday,17:50:00,Michigan Ave & Ida B Wells Dr,Canal St & Monroe St
classic_bike,3/12/2024 20:40,3/12/2024,Tuesday,20:40:00,3/12/2024 20:42,3/12/2024,Tuesday,20:42:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
electric_bike,3/21/2024 14:36,3/21/2024,Thursday,14:36:00,3/21/2024 14:57,3/21/2024,Thursday,14:57:00,Michigan Ave & Ida B Wells Dr,Streeter Dr & Grand Ave
classic_bike,3/16/2024 16:31,3/16/2024,Saturday,16:31:00,3/16/2024 16:53,3/16/2024,Saturday,16:53:00,Michigan Ave & Ida B Wells Dr,Streeter Dr & Grand Ave
classic_bike,3/16/2024 16:26,3/16/2024,Saturday,16:26:00,3/16/2024 16:53,3/16/2024,Saturday,16:53:00,Michigan Ave & Ida B Wells Dr,Streeter Dr & Grand Ave
electric_bike,3/19/2024 14:04,3/19/2024,Tuesday,14:04:00,3/19/2024 14:12,3/19/2024,Tuesday,14:12:00,Michigan Ave & Ida B Wells Dr,Clark St & Lake St
classic_bike,3/12/2024 13:59,3/12/2024,Tuesday,13:59:00,3/12/2024 14:37,3/12/2024,Tuesday,14:37:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Pearson St
classic_bike,3/13/2024 12:28,3/13/2024,Wednesday,12:28:00,3/13/2024 12:40,3/13/2024,Wednesday,12:40:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium
electric_bike,3/16/2024 12:07,3/16/2024,Saturday,12:07:00,3/16/2024 12:23,3/16/2024,Saturday,12:23:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium
classic_bike,3/16/2024 12:04,3/16/2024,Saturday,12:04:00,3/16/2024 12:23,3/16/2024,Saturday,12:23:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium
classic_bike,3/16/2024 13:38,3/16/2024,Saturday,13:38:00,3/16/2024 14:00,3/16/2024,Saturday,14:00:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium
classic_bike,3/31/2024 12:14,3/31/2024,Sunday,12:14:00,3/31/2024 12:33,3/31/2024,Sunday,12:33:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium
classic_bike,3/31/2024 12:14,3/31/2024,Sunday,12:14:00,3/31/2024 12:33,3/31/2024,Sunday,12:33:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium
classic_bike,3/18/2024 18:56,3/18/2024,Monday,18:56:00,3/18/2024 19:00,3/18/2024,Monday,19:00:00,Michigan Ave & Ida B Wells Dr,Wabash Ave & 9th St
classic_bike,3/21/2024 8:46,3/21/2024,Thursday,8:46:00,3/21/2024 8:55,3/21/2024,Thursday,8:55:00,Michigan Ave & Ida B Wells Dr,Adler Planetarium
classic_bike,3/6/2024 8:49,3/6/2024,Wednesday,8:49:00,3/6/2024 8:58,3/6/2024,Wednesday,8:58:00,Michigan Ave & Ida B Wells Dr,Adler Planetarium
electric_bike,3/5/2024 14:55,3/5/2024,Tuesday,14:55:00,3/5/2024 15:19,3/5/2024,Tuesday,15:19:00,Michigan Ave & Ida B Wells Dr,Sheffield Ave & Kingsbury St
electric_bike,3/4/2024 15:08,3/4/2024,Monday,15:08:00,3/4/2024 15:22,3/4/2024,Monday,15:22:00,Michigan Ave & Ida B Wells Dr,Clinton St & Lake St
classic_bike,3/25/2024 20:05,3/25/2024,Monday,20:05:00,3/25/2024 20:14,3/25/2024,Monday,20:14:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
classic_bike,3/31/2024 10:06,3/31/2024,Sunday,10:06:00,3/31/2024 10:25,3/31/2024,Sunday,10:25:00,Michigan Ave & Ida B Wells Dr,Field Museum
classic_bike,3/31/2024 10:07,3/31/2024,Sunday,10:07:00,3/31/2024 10:25,3/31/2024,Sunday,10:25:00,Michigan Ave & Ida B Wells Dr,Field Museum
electric_bike,3/2/2024 19:16,3/2/2024,Saturday,19:16:00,3/2/2024 19:23,3/2/2024,Saturday,19:23:00,Michigan Ave & Ida B Wells Dr,Field Museum
classic_bike,3/24/2024 10:05,3/24/2024,Sunday,10:05:00,3/24/2024 11:39,3/24/2024,Sunday,11:39:00,Michigan Ave & Ida B Wells Dr,Field Museum
electric_bike,3/18/2024 15:24,3/18/2024,Monday,15:24:00,3/18/2024 15:30,3/18/2024,Monday,15:30:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
electric_bike,3/19/2024 17:23,3/19/2024,Tuesday,17:23:00,3/19/2024 17:32,3/19/2024,Tuesday,17:32:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
electric_bike,3/29/2024 10:11,3/29/2024,Friday,10:11:00,3/29/2024 10:19,3/29/2024,Friday,10:19:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
electric_bike,3/12/2024 13:05,3/12/2024,Tuesday,13:05:00,3/12/2024 13:17,3/12/2024,Tuesday,13:17:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
electric_bike,3/19/2024 16:43,3/19/2024,Tuesday,16:43:00,3/19/2024 16:52,3/19/2024,Tuesday,16:52:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
classic_bike,3/23/2024 15:08,3/23/2024,Saturday,15:08:00,3/23/2024 15:19,3/23/2024,Saturday,15:19:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
classic_bike,3/18/2024 17:42,3/18/2024,Monday,17:42:00,3/18/2024 17:50,3/18/2024,Monday,17:50:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
classic_bike,3/29/2024 14:04,3/29/2024,Friday,14:04:00,3/29/2024 14:12,3/29/2024,Friday,14:12:00,Michigan Ave & Ida B Wells Dr,Canal St & Madison St
classic_bike,3/3/2024 17:26,3/3/2024,Sunday,17:26:00,3/3/2024 17:40,3/3/2024,Sunday,17:40:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,3/2/2024 1:21,3/2/2024,Saturday,1:21:00,3/2/2024 1:22,3/2/2024,Saturday,1:22:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St
classic_bike,3/15/2024 17:07,3/15/2024,Friday,17:07:00,3/15/2024 17:20,3/15/2024,Friday,17:20:00,Michigan Ave & Ida B Wells Dr,Canal St & Monroe St
classic_bike,3/3/2024 7:43,3/3/2024,Sunday,7:43:00,3/3/2024 7:53,3/3/2024,Sunday,7:53:00,Michigan Ave & Ida B Wells Dr,St. Clair St & Erie St
electric_bike,3/9/2024 11:45,3/9/2024,Saturday,11:45:00,3/9/2024 12:22,3/9/2024,Saturday,12:22:00,Michigan Ave & Ida B Wells Dr,St. Clair St & Erie St
classic_bike,3/9/2024 11:52,3/9/2024,Saturday,11:52:00,3/9/2024 12:22,3/9/2024,Saturday,12:22:00,Michigan Ave & Ida B Wells Dr,St. Clair St & Erie St
electric_bike,3/19/2024 16:47,3/19/2024,Tuesday,16:47:00,3/19/2024 16:56,3/19/2024,Tuesday,16:56:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
electric_bike,3/27/2024 14:41,3/27/2024,Wednesday,14:41:00,3/27/2024 14:51,3/27/2024,Wednesday,14:51:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
electric_bike,3/10/2024 14:28,3/10/2024,Sunday,14:28:00,3/10/2024 14:29,3/10/2024,Sunday,14:29:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
classic_bike,3/15/2024 10:41,3/15/2024,Friday,10:41:00,3/15/2024 11:17,3/15/2024,Friday,11:17:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
electric_bike,3/23/2024 22:36,3/23/2024,Saturday,22:36:00,3/23/2024 23:54,3/23/2024,Saturday,23:54:00,Michigan Ave & Ida B Wells Dr,Dearborn St & Van Buren St
electric_bike,3/20/2024 16:46,3/20/2024,Wednesday,16:46:00,3/20/2024 17:08,3/20/2024,Wednesday,17:08:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
electric_bike,3/10/2024 13:37,3/10/2024,Sunday,13:37:00,3/10/2024 13:52,3/10/2024,Sunday,13:52:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
electric_bike,3/12/2024 15:03,3/12/2024,Tuesday,15:03:00,3/12/2024 15:10,3/12/2024,Tuesday,15:10:00,Michigan Ave & Ida B Wells Dr,Franklin St & Jackson Blvd
classic_bike,3/3/2024 17:11,3/3/2024,Sunday,17:11:00,3/3/2024 17:14,3/3/2024,Sunday,17:14:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
classic_bike,3/1/2024 10:04,3/1/2024,Friday,10:04:00,3/1/2024 10:04,3/1/2024,Friday,10:04:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
classic_bike,3/24/2024 10:01,3/24/2024,Sunday,10:01:00,3/24/2024 10:03,3/24/2024,Sunday,10:03:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
electric_bike,3/4/2024 8:30,3/4/2024,Monday,8:30:00,3/4/2024 8:34,3/4/2024,Monday,8:34:00,Michigan Ave & Ida B Wells Dr,Franklin St & Jackson Blvd
classic_bike,3/2/2024 1:19,3/2/2024,Saturday,1:19:00,3/2/2024 1:20,3/2/2024,Saturday,1:20:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
classic_bike,3/12/2024 18:20,3/12/2024,Tuesday,18:20:00,3/12/2024 18:26,3/12/2024,Tuesday,18:26:00,Michigan Ave & Ida B Wells Dr,Franklin St & Jackson Blvd
classic_bike,3/1/2024 7:14,3/1/2024,Friday,7:14:00,3/1/2024 7:15,3/1/2024,Friday,7:15:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
classic_bike,3/1/2024 20:11,3/1/2024,Friday,20:11:00,3/1/2024 20:14,3/1/2024,Friday,20:14:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
classic_bike,3/1/2024 7:52,3/1/2024,Friday,7:52:00,3/1/2024 7:52,3/1/2024,Friday,7:52:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
classic_bike,3/1/2024 7:53,3/1/2024,Friday,7:53:00,3/1/2024 7:54,3/1/2024,Friday,7:54:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
classic_bike,3/31/2024 14:33,3/31/2024,Sunday,14:33:00,3/31/2024 15:17,3/31/2024,Sunday,15:17:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
classic_bike,3/4/2024 19:45,3/4/2024,Monday,19:45:00,3/4/2024 19:45,3/4/2024,Monday,19:45:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Ida B Wells Dr
classic_bike,3/27/2024 18:55,3/27/2024,Wednesday,18:55:00,3/27/2024 18:59,3/27/2024,Wednesday,18:59:00,Michigan Ave & Ida B Wells Dr,Dearborn St & Van Buren St
classic_bike,3/14/2024 17:13,3/14/2024,Thursday,17:13:00,3/14/2024 17:27,3/14/2024,Thursday,17:27:00,Michigan Ave & Ida B Wells Dr,McClurg Ct & Ohio St
classic_bike,3/21/2024 15:09,3/21/2024,Thursday,15:09:00,3/21/2024 15:14,3/21/2024,Thursday,15:14:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
electric_bike,3/4/2024 18:44,3/4/2024,Monday,18:44:00,3/4/2024 18:48,3/4/2024,Monday,18:48:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
electric_bike,3/21/2024 13:43,3/21/2024,Thursday,13:43:00,3/21/2024 13:47,3/21/2024,Thursday,13:47:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,3/25/2024 19:46,3/25/2024,Monday,19:46:00,3/25/2024 19:50,3/25/2024,Monday,19:50:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,3/18/2024 8:08,3/18/2024,Monday,8:08:00,3/18/2024 8:16,3/18/2024,Monday,8:16:00,Michigan Ave & Ida B Wells Dr,Federal St & Polk St
electric_bike,3/12/2024 16:45,3/12/2024,Tuesday,16:45:00,3/12/2024 17:05,3/12/2024,Tuesday,17:05:00,Michigan Ave & Ida B Wells Dr,DuSable Lake Shore Dr & Diversey Pkwy
classic_bike,3/10/2024 10:49,3/10/2024,Sunday,10:49:00,3/10/2024 13:19,3/10/2024,Sunday,13:19:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
electric_bike,3/18/2024 9:03,3/18/2024,Monday,9:03:00,3/18/2024 9:09,3/18/2024,Monday,9:09:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
electric_bike,3/19/2024 8:52,3/19/2024,Tuesday,8:52:00,3/19/2024 9:00,3/19/2024,Tuesday,9:00:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
classic_bike,3/15/2024 13:10,3/15/2024,Friday,13:10:00,3/15/2024 13:17,3/15/2024,Friday,13:17:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
classic_bike,3/10/2024 10:46,3/10/2024,Sunday,10:46:00,3/10/2024 13:20,3/10/2024,Sunday,13:20:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
electric_bike,3/26/2024 12:27,3/26/2024,Tuesday,12:27:00,3/26/2024 12:35,3/26/2024,Tuesday,12:35:00,Michigan Ave & Ida B Wells Dr,Columbus Dr & Randolph St
classic_bike,3/26/2024 18:34,3/26/2024,Tuesday,18:34:00,3/26/2024 18:47,3/26/2024,Tuesday,18:47:00,Michigan Ave & Ida B Wells Dr,Clinton St & Madison St
classic_bike,3/3/2024 15:16,3/3/2024,Sunday,15:16:00,3/3/2024 15:57,3/3/2024,Sunday,15:57:00,Michigan Ave & Ida B Wells Dr,Theater on the Lake
classic_bike,3/15/2024 15:49,3/15/2024,Friday,15:49:00,3/15/2024 16:25,3/15/2024,Friday,16:25:00,Michigan Ave & Ida B Wells Dr,Millennium Park
classic_bike,3/17/2024 7:37,3/17/2024,Sunday,7:37:00,3/17/2024 7:41,3/17/2024,Sunday,7:41:00,Michigan Ave & Ida B Wells Dr,Millennium Park
classic_bike,3/25/2024 21:40,3/25/2024,Monday,21:40:00,3/26/2024 8:32,3/26/2024,Tuesday,8:32:00,Michigan Ave & Ida B Wells Dr,Millennium Park
classic_bike,3/24/2024 10:30,3/24/2024,Sunday,10:30:00,3/24/2024 10:45,3/24/2024,Sunday,10:45:00,Michigan Ave & Ida B Wells Dr,Wells St & Hubbard St
classic_bike,3/11/2024 18:28,3/11/2024,Monday,18:28:00,3/11/2024 18:33,3/11/2024,Monday,18:33:00,Michigan Ave & Ida B Wells Dr,Federal St & Polk St
classic_bike,3/18/2024 8:07,3/18/2024,Monday,8:07:00,3/18/2024 8:16,3/18/2024,Monday,8:16:00,Michigan Ave & Ida B Wells Dr,Federal St & Polk St
electric_bike,3/11/2024 14:18,3/11/2024,Monday,14:18:00,3/11/2024 14:21,3/11/2024,Monday,14:21:00,Michigan Ave & Ida B Wells Dr,State St & Van Buren St
classic_bike,3/4/2024 13:28,3/4/2024,Monday,13:28:00,3/4/2024 13:35,3/4/2024,Monday,13:35:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,3/12/2024 17:58,3/12/2024,Tuesday,17:58:00,3/12/2024 18:02,3/12/2024,Tuesday,18:02:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,3/12/2024 18:11,3/12/2024,Tuesday,18:11:00,3/12/2024 18:17,3/12/2024,Tuesday,18:17:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,3/28/2024 17:32,3/28/2024,Thursday,17:32:00,3/28/2024 17:39,3/28/2024,Thursday,17:39:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,3/30/2024 13:48,3/30/2024,Saturday,13:48:00,3/30/2024 13:57,3/30/2024,Saturday,13:57:00,Michigan Ave & Ida B Wells Dr,Canal St & Adams St
electric_bike,3/27/2024 7:20,3/27/2024,Wednesday,7:20:00,3/27/2024 7:26,3/27/2024,Wednesday,7:26:00,Michigan Ave & Ida B Wells Dr,Canal St & Adams St
classic_bike,3/9/2024 15:47,3/9/2024,Saturday,15:47:00,3/9/2024 15:52,3/9/2024,Saturday,15:52:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,3/16/2024 12:29,3/16/2024,Saturday,12:29:00,3/16/2024 12:38,3/16/2024,Saturday,12:38:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,3/11/2024 14:18,3/11/2024,Monday,14:18:00,3/11/2024 14:21,3/11/2024,Monday,14:21:00,Michigan Ave & Ida B Wells Dr,State St & Van Buren St
classic_bike,3/23/2024 13:17,3/23/2024,Saturday,13:17:00,3/23/2024 13:22,3/23/2024,Saturday,13:22:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,3/4/2024 19:46,3/4/2024,Monday,19:46:00,3/4/2024 19:50,3/4/2024,Monday,19:50:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
electric_bike,3/26/2024 16:24,3/26/2024,Tuesday,16:24:00,3/26/2024 16:29,3/26/2024,Tuesday,16:29:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
electric_bike,3/27/2024 16:47,3/27/2024,Wednesday,16:47:00,3/27/2024 16:53,3/27/2024,Wednesday,16:53:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
electric_bike,3/5/2024 20:42,3/5/2024,Tuesday,20:42:00,3/5/2024 20:45,3/5/2024,Tuesday,20:45:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
classic_bike,3/11/2024 17:53,3/11/2024,Monday,17:53:00,3/11/2024 17:57,3/11/2024,Monday,17:57:00,Michigan Ave & Ida B Wells Dr,Indiana Ave & Roosevelt Rd
electric_bike,3/19/2024 17:25,3/19/2024,Tuesday,17:25:00,3/19/2024 17:51,3/19/2024,Tuesday,17:51:00,Michigan Ave & Ida B Wells Dr,Sheffield Ave & Fullerton Ave
classic_bike,3/24/2024 10:26,3/24/2024,Sunday,10:26:00,3/24/2024 10:36,3/24/2024,Sunday,10:36:00,Michigan Ave & Ida B Wells Dr,LaSalle St & Washington St
classic_bike,3/24/2024 10:20,3/24/2024,Sunday,10:20:00,3/24/2024 10:36,3/24/2024,Sunday,10:36:00,Michigan Ave & Ida B Wells Dr,LaSalle St & Washington St
electric_bike,3/2/2024 18:10,3/2/2024,Saturday,18:10:00,3/2/2024 18:12,3/2/2024,Saturday,18:12:00,Michigan Ave & Ida B Wells Dr,State St & Harrison St
electric_bike,3/24/2024 10:38,3/24/2024,Sunday,10:38:00,3/24/2024 10:50,3/24/2024,Sunday,10:50:00,Michigan Ave & Ida B Wells Dr,Aberdeen St & Jackson Blvd
classic_bike,3/24/2024 10:50,3/24/2024,Sunday,10:50:00,3/24/2024 11:09,3/24/2024,Sunday,11:09:00,Michigan Ave & Ida B Wells Dr,Aberdeen St & Jackson Blvd
classic_bike,3/24/2024 10:50,3/24/2024,Sunday,10:50:00,3/24/2024 11:09,3/24/2024,Sunday,11:09:00,Michigan Ave & Ida B Wells Dr,Aberdeen St & Jackson Blvd
classic_bike,3/24/2024 10:50,3/24/2024,Sunday,10:50:00,3/24/2024 11:09,3/24/2024,Sunday,11:09:00,Michigan Ave & Ida B Wells Dr,Aberdeen St & Jackson Blvd
classic_bike,3/13/2024 18:30,3/13/2024,Wednesday,18:30:00,3/13/2024 18:46,3/13/2024,Wednesday,18:46:00,Michigan Ave & Ida B Wells Dr,Larrabee St & Kingsbury St
classic_bike,3/12/2024 19:00,3/12/2024,Tuesday,19:00:00,3/12/2024 19:17,3/12/2024,Tuesday,19:17:00,Michigan Ave & Ida B Wells Dr,Wentworth Ave & Cermak Rd*
electric_bike,3/7/2024 18:53,3/7/2024,Thursday,18:53:00,3/7/2024 19:02,3/7/2024,Thursday,19:02:00,Michigan Ave & Ida B Wells Dr,Rush St & Hubbard St
electric_bike,3/15/2024 23:49,3/15/2024,Friday,23:49:00,3/15/2024 23:59,3/15/2024,Friday,23:59:00,Michigan Ave & Ida B Wells Dr,Rush St & Hubbard St
electric_bike,3/6/2024 15:09,3/6/2024,Wednesday,15:09:00,3/6/2024 15:17,3/6/2024,Wednesday,15:17:00,Michigan Ave & Ida B Wells Dr,Clinton St & Madison St
electric_bike,3/20/2024 13:35,3/20/2024,Wednesday,13:35:00,3/20/2024 13:43,3/20/2024,Wednesday,13:43:00,Michigan Ave & Ida B Wells Dr,Clinton St & Madison St
classic_bike,3/22/2024 11:51,3/22/2024,Friday,11:51:00,3/22/2024 12:15,3/22/2024,Friday,12:15:00,Michigan Ave & Ida B Wells Dr,Ashland Ave & Blackhawk St
classic_bike,3/17/2024 17:13,3/17/2024,Sunday,17:13:00,3/17/2024 17:29,3/17/2024,Sunday,17:29:00,Michigan Ave & Ida B Wells Dr,Carpenter St & Huron St
classic_bike,3/30/2024 9:19,3/30/2024,Saturday,9:19:00,3/30/2024 9:37,3/30/2024,Saturday,9:37:00,Michigan Ave & Ida B Wells Dr,Fairbanks Ct & Grand Ave
classic_bike,3/30/2024 9:19,3/30/2024,Saturday,9:19:00,3/30/2024 9:37,3/30/2024,Saturday,9:37:00,Michigan Ave & Ida B Wells Dr,Fairbanks Ct & Grand Ave
classic_bike,3/31/2024 21:01,3/31/2024,Sunday,21:01:00,3/31/2024 21:08,3/31/2024,Sunday,21:08:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Lake St
